name,description,slug,kind,url,learning_resources
Data collection techniques,Methods used to gather information from various sources to find answers to research problems.,data-collection-techniques,methodology,https://en.wikipedia.org/wiki/Data_collection,
Data citation,The practice of providing a reference to data in the same way as a bibliographic reference.,data-citation,methodology,https://en.wikipedia.org/wiki/Data_publishing#Data_citation,
Data availability and capacity planning,"Forecasting and planning of storage capacity and access requirements to ensure that data remains available, scalable, and aligned with current and future demand. ",data-availability-and-capacity-planning,methodology,https://www.techtarget.com/searchstorage/definition/storage-capacity-planning,
Data and information visualisation process,The graphic representation of data to help communicate information clearly and efficiently.,data-and-information-visualisation-process,methodology,https://en.wikipedia.org/wiki/Data_visualization,
Data analysis process,"Process of inspecting, cleansing, transforming, and modeling data with the goal of discovering useful information and supporting decision-making",data-analysis-process,methodology,https://en.wikipedia.org/wiki/Data_analysis,
Dask,A flexible library for parallel computing in Python.,dask,tool,https://dask.org/,
Dash,A productive Python framework for building web analytic applications.,dash,tool,https://plotly.com/dash/,
Dart,A client-optimised programming language for apps on multiple platforms developed by Google.,dart,language,https://dart.dev/,
Cypress,A next-generation front-end testing tool built for the modern web.,cypress,tool,https://www.cypress.io/,
CWL,A standard for describing data analysis workflows in a way that makes them portable and scalable.,cwl,methodology,https://www.commonwl.org/,
CUDA,A programming platform for writing parallel applications that run on NVIDIA GPUs.,cuda,tool,https://developer.nvidia.com/cuda-zone,
CSS,A style sheet language used for describing the presentation of a document written in HTML.,css,language,https://www.w3.org/Style/CSS/,
CPUs,The primary component of a computer that acts as its control center.,cpus,tool,https://en.wikipedia.org/wiki/Central_processing_unit,
Covidence,A web-based software platform that streamlines the production of systematic reviews.,covidence,tool,https://www.covidence.org/,
Controlling actuators,The method of using software or signals to manage mechanical components that move systems.,controlling-actuators,methodology,https://en.wikipedia.org/wiki/Actuator,
Contribution guidelines,"Rules and instructions for how people can help with a project (like open-source software or a publication), explaining the required formats, processes, and expectations for submitting work, ensuring quality, consistency, and clarity for both contributors and maintainers.",contribution-guidelines,methodology,https://docs.github.com/en/communities/setting-up-your-project-for-healthy-contributions/setting-guidelines-for-repository-contributors,
Content management systems,A computer software used to manage the creation and modification of digital content (content management).,content-management-systems,methodology,https://en.wikipedia.org/wiki/Content_management_system,
Connected Papers,A visual tool to help researchers find and explore academic papers related to their field.,connected-papers,tool,https://www.connectedpapers.com/,
Conda-forge,A community-led collection of recipes and build infrastructure for the conda package manager.,conda-forge,tool,https://conda-forge.org/,
concurrent.futures,A standard library module for providing a high-level interface for asynchronously executing callables.,concurrent-futures,tool,https://docs.python.org/3/library/concurrent.futures.html,
Computer vision,An interdisciplinary field that deals with how computers gain high-level understanding from digital images.,computer-vision,methodology,https://en.wikipedia.org/wiki/Computer_vision,
Compilers,Programs that translate source code from a high-level language to a lower-level language.,compilers,tool,https://en.wikipedia.org/wiki/Compiler,
Communication with technical audiences,"Technical communication is communication of technical subject matter such as engineering, science, or technology content to technical audiences or audiences from the same domain.",communication-with-technical-audiences,methodology,https://en.wikipedia.org/wiki/Technical_communication,
Communication with non-technical audiences,"Professional communication encompasses written, oral, visual and digital communication within a workplace context woth colleagues from different domains or fields. ",communication-with-non-technical-audiences,methodology,https://en.wikipedia.org/wiki/Professional_communication,
Communication with general public,"Science communication encompasses informing non-experts about scientific findings, raising the public awareness of and interest in science.",communication-with-general-public,methodology,https://en.wikipedia.org/wiki/Science_communication,
Communication optimisation,Reducing and structuring data exchange between processes or threads to minimise communication overhead.,communication-optimisation,methodology,https://dehesa.unex.es/server/api/core/bitstreams/c697d0af-8091-47a3-92fe-9ddd7233f9ff/content,
Colour contrast checking,Tools that ensure text and background colours meet accessibility standards for readability.,colour-contrast-checking,tool,https://webaim.org/resources/contrastchecker/,
Collaboration tools,Applications that allow people to work together on common tasks regardless of location.,collaboration-tools,tool,https://en.wikipedia.org/wiki/Collaborative_software,
CodiMD,A real-time collaborative markdown notes platform.,codimd,tool,https://hackmd.io/c/codimd,
CodeMeta,"A shared, minimal metadata vocabulary for software, designed to support research, discovery, citation, and interoperability across platforms. ",codemeta,language,https://codemeta.github.io/,
CODECHECK,A process and system to independently execute and verify the results of computational research code.,codecheck,methodology,https://codecheck.org.uk/,
Code of Conduct,"A code of conduct is a formal document outlining an organisation's, profession's, or group's values, ethical standards, and expected behaviors.",code-of-conduct,methodology,https://third-bit.com/py-rse/teams.html#teams-coc,
Cobol,A compiled English-like computer programming language designed for business use.,cobol,language,https://en.wikipedia.org/wiki/COBOL,
CMake,An open-source cross-platform family of tools designed to build test and package software.,cmake,tool,https://cmake.org/,
Clustering,The task of grouping a set of objects such that items in the same group are more similar to each other.,clustering,methodology,https://en.wikipedia.org/wiki/Cluster_analysis,
Cloudflare,A company providing content delivery network services and cloud cybersecurity.,cloudflare,tool,https://www.cloudflare.com/,
Cloud cost calculators,Tools provided by cloud vendors to estimate usage fees for infrastructure.,cloud-cost-calculators,tool,https://en.wikipedia.org/wiki/Cloud_computing_comparison,
Clinical trials regulations,The legal and ethical frameworks governing the conduct of research involving human subjects.,clinical-trials-regulations,methodology,https://www.fda.gov/science-research/clinical-trials-and-human-subject-protection/regulations-good-clinical-practice-and-clinical-trials,
Classification,A task that predicts the label of a given input data point.,classification,methodology,https://developers.google.com/machine-learning/glossary#classification,
CITATION.cff,A plain text file with human- and machine-readable citation information for software and datasets.,citation-cff,tool,https://citation-file-format.github.io/,
Checkmarx,An agentic application security and testing tool.,checkmarx,tool,https://checkmarx.com/,
ChatGPT,A generative artificial intelligence chatbot developed by OpenAI.,chatgpt,tool,https://chatgpt.com/,
Cgroups,A Linux kernel feature that limits and accounts for the resource usage of a collection of processes.,cgroups,tool,https://en.wikipedia.org/wiki/Cgroups,
cffinit,A web application which helps users create a CITATION. cff file.,cffinit,tool,https://citation-file-format.github.io/cff-initializer-javascript/#/,
CARE Principles for Indigenous Data Governance,Guidelines for the stewardship of Indigenous data: Collective Benefit Authority to Control Responsibility and Ethics.,care-principles-for-indigenous-data-governance,methodology,https://www.gida-global.org/care,
Canva,An online graphic design tool with a free tier.,canva,tool,https://www.canva.com/en_gb/,
C++,A high-level general-purpose programming language that extends the C language.,c-plus-plus,language,https://isocpp.org/,
C#,A modern object-oriented programming language developed by Microsoft.,c-sharp,language,https://learn.microsoft.com/en-us/dotnet/csharp/,
C,A general-purpose procedural computer programming language.,c,language,https://en.cppreference.com/w/c,
Bulma,A free open-source framework based on Flexbox used to build responsive web interfaces.,bulma,tool,https://bulma.io/,
Building systems from source,The process of building software from source code specifically for supercomputing environments.,building-systems-from-source,methodology,https://pawsey.atlassian.net/wiki/spaces/US/pages/51925878/How+to+Manually+Build+Software,
Border Gateway Protocol (BGP),A standardised gateway protocol designed to exchange routing information among autonomous systems.,border-gateway-protocol-bgp,methodology,https://en.wikipedia.org/wiki/Border_Gateway_Protocol,
Bootstrap,A free and open-source CSS framework directed at responsive mobile-first front-end web development.,bootstrap,tool,https://getbootstrap.com/,
BlueSky,A decentralised social network protocol and application.,bluesky,tool,https://bsky.app/,
BLAS,A specification for low-level routines for performing common linear algebra operations.,blas,methodology,http://www.netlib.org/blas/,
Black,The uncompromising Python code formatter.,black,tool,https://github.com/psf/black,
BitBucket Pipelines,An integrated CI/CD service built into Bitbucket.,bitbucket-pipelines,tool,https://bitbucket.org/product/features/pipelines,
BitBucket,A Git-based source code repository hosting service owned by Atlassian.,bitbucket,tool,https://bitbucket.org/,
Bison,A general-purpose parser generator that converts an annotated context-free grammar.,bison,tool,https://www.gnu.org/software/bison/,
Bioschemas,"An extension to Schema.org to improve the findability of life sciences resources such as datasets, software and training materials.",bioschemas,language,https://bioschemas.org/,
Binary executables,"Ready-to-run computer files containing binary code that a computer executes directly, compiled from source code for a specific operating system and hardware",binary-executables,tool,https://www.sciencedirect.com/topics/computer-science/executable-binary-file,
BigQuery,A fully managed serverless data warehouse that enables scalable analysis over petabytes of data in Google Cloud.,bigquery,tool,https://cloud.google.com/bigquery,
BibTeX,A reference management software for formatting lists of citations used in LaTeX documents.,bibtex,tool,http://www.bibtex.org/,
Bibliography management tools,Software that helps users create and manage lists of references for scholarly work.,bibliography-management-tools,methodology,https://en.wikipedia.org/wiki/Reference_management_software,
BeeGFS,High-performance parallel file system.,beegfs,tool,https://www.beegfs.io/c/,
Bash,"Bash (short for ""Bourne Again SHell"") is an interactive command interpreter and scripting language developed for Unix-like operating systems.",bash,tool,https://en.wikipedia.org/wiki/Bash_(Unix_shell),
Azure Functions,"A serverless compute service on Microsoft Azure that lets you run event-driven code (functions) without managing infrastructure, supporting multiple languages.",azure-functions,tool,https://azure.microsoft.com/en-us/products/functions,
Azure Firewall,A managed cloud-based network security service that protects your Azure Virtual Network resources.,azure-firewall,tool,https://azure.microsoft.com/services/azure-firewall/,
Azure DevOps,A suite of services for developers to plan work collaborate on code and build applications.,azure-devops,tool,https://azure.microsoft.com/services/devops/,
Azure Data Studio,"A retired cross-platform desktop IDE for managing SQL databases (Azure SQL, SQL Server, PostgreSQL).",azure-data-studio,tool,https://learn.microsoft.com/en-us/sql/tools/whats-happening-azure-data-studio?view=sql-server-ver17&tabs=dev,
Azure Calculator,A tool to estimate your expected monthly bill for Azure services.,azure-calculator,tool,https://azure.microsoft.com/pricing/calculator/,
Azure AI,A set of artificial intelligence services offered by Microsoft Azure for building intelligent apps.,azure-ai,tool,https://azure.microsoft.com/solutions/ai/,
Azure,A cloud computing service operated by Microsoft for application management.,azure,tool,https://azure.microsoft.com/,
AWX,An open-source project that provides a web-based user interface and API for Ansible.,awx,tool,https://github.com/ansible/awx,
AWS Web Application Firewall,A web application firewall that helps protect web applications or APIs against web exploits.,aws-web-application-firewall,tool,https://aws.amazon.com/waf/,
AWS SageMaker,A fully managed service for building training and deploying machine learning models.,aws-sagemaker,tool,https://aws.amazon.com/sagemaker/,
AWS S3,Simple Storage Service a scalable high-speed web-based cloud storage service from AWS.,aws-s3,tool,https://aws.amazon.com/s3/,
AWS Pricing Calculator,A web-based tool to estimate the cost of AWS services for your architecture.,aws-pricing-calculator,tool,https://calculator.aws/,
AWS Lambda,"An event-driven, serverless Function as a Service, designed to enable developers to run code without provisioning or managing servers. ",aws-lambda,tool,https://aws.amazon.com/lambda/,
AWS CodePipeline,A fully managed continuous delivery service that helps you automate your release pipelines.,aws-codepipeline,tool,https://aws.amazon.com/codepipeline/,
AWS,A comprehensive and evolving cloud computing platform provided by Amazon.,aws,tool,https://aws.amazon.com/,
Authorisation and access control,"Authorisation is a set of permissions, rules and policies defining what an individual may access, and access controls are mechanisms used to enforce such rules and policies. ",authorisation-and-access-control,methodology,https://en.wikipedia.org/wiki/Authorization,
Authentication,"Verifying the identity of a user, device or system before granting access to resources.",authentication,methodology,https://en.wikipedia.org/wiki/Authentication,
Atomic operations,Operations that run completely independently of any other processes.,atomic-operations,methodology,https://en.wikipedia.org/wiki/Atomic_operation,
Atlassian Confluence,A web-based team collaboration and knowledge management tool.,atlassian-confluence,tool,https://www.atlassian.com/software/confluence,
ATLAS.ti,A computer-assisted qualitative data analysis software.,atlas-ti,tool,https://atlasti.com/,
Assessing Community Health,"A structured approach used to evaluate the vitality, sustainability, and inclusiveness of a community by analysing indicators such as participation, governance, collaboration practices, and contributor experience.",assessing-community-health,methodology,https://guidebook.theopensourceway.org/measuring-success/understanding-community-metrics,
Asana,A web and mobile application designed to help teams organise track and manage their work.,asana,tool,https://asana.com/,
ArXiv,"A free distribution service and an open-access archive for scholarly articles in the fields of physics, mathematics, computer science, quantitative biology, quantitative finance, statistics, electrical engineering and systems science, and economics.

",arxiv,tool,https://arxiv.org/,
Arm Performance Reports,A tool that provides a one-page summary of the performance of HPC applications.,arm-performance-reports,tool,https://www.arm.com/products/development-tools/server-and-hpc/forge/performance-reports,
Arm MAP,A profiler for C++ Fortran and Python codes that helps developers optimise code performance.,arm-map,tool,https://www.arm.com/products/development-tools/server-and-hpc/forge/map,
Argo CD,"A declarative GitOps continuous delivery tool for Kubernetes, part of the Argo ecosystem of Kubernetes-native tools.",argo-cd,tool,https://argoproj.github.io/cd/,
Argo,A set of open-source tools for Kubernetes to run workflows and manage clusters using GitOps.,argo,tool,https://argoproj.github.io/,
Arduino,Open-source electronic prototyping platform enabling users to create interactive electronic objects.,arduino,tool,https://www.arduino.cc/,
Apptainer,A Linux Foundation project providing container technology for High-Performance Computing (HPC).,apptainer,tool,https://apptainer.org/,
Apache Web Server,"An open source, secure, efficient and extensible server that provides HTTP services for modern operating systems.",apache-web-server,tool,https://httpd.apache.org/,
Apache Tomcat,An open source implementation of the Jakarta EE platform (an evolution of the Java EE platform).,apache-tomcat,tool,https://tomcat.apache.org/,
Apache Spark MLlib,A scalable machine learning library for Apache Spark providing common learning algorithms and utilities.,apache-spark-mllib,tool,https://spark.apache.org/mllib/,
Apache Spark,A unified analytics engine for large-scale data processing.,apache-spark,tool,https://spark.apache.org/,
Apache Airflow,An open-source platform to programmatically author schedule and monitor workflows.,apache-airflow,tool,https://airflow.apache.org/,
Ansible,An open-source IT automation engine that automates provisioning and configuration management.,ansible,tool,https://www.ansible.com/,
Angular,A web development framework for building modern apps.,angular,tool,https://angular.dev/,
Algorithms,Specific procedures or sets of rules followed in calculations or other problem-solving operations.,algorithms,methodology,https://en.wikipedia.org/wiki/Algorithm,
Algorithm scalability design,"Designing parallel algorithms so that their performance improves as the number of processors or compute resources increases, applying principles such as Amdahl's Law and Gustafson's Law to evaluate theoretical performance limits.",algorithm-scalability-design,methodology,https://tcpp.cs.gsu.edu/curriculum/?q=system/files/Ch04_0.pdf,
Agile,"Agile is an iterative approach to project management and software development that emphasises flexibility, collaboration, customer feedback, and rapid delivery of small, functional pieces of a product, rather than one big release.",agile,methodology,https://en.wikipedia.org/wiki/Agile_software_development,
Adobe Premiere,A timeline-based video editing software application.,adobe-premiere,tool,https://www.adobe.com/products/premiere.html,
Adobe Photoshop,A raster graphics editor used for image editing and digital art.,adobe-photoshop,tool,https://www.adobe.com/products/photoshop.html,
Adobe Illustrator,A vector graphics editor and design program used for creating logos and complex illustrations.,adobe-illustrator,tool,https://www.adobe.com/products/illustrator.html,
Acceptance testing,A process to determine if a software system meets the required specifications and is ready for delivery.,acceptance-testing,methodology,https://en.wikipedia.org/wiki/Acceptance_testing,
